Espèce,Variété,Fournisseur,Remarque,Délai croissance plants (j),lieu,Date en terre,Localisation,Durée avant récolte (j),Longueur de rang de cette série (m),Date réalisation plants,Date réelle,Date début récolte,Mode de prélèvement,étalement récolte si pas SD (sem),Étalement récolte (sem),à ne pas faire,Date fin récolte,Fin livraison,Nb de séries,Longueur de  rang totale (m),Longueur de  rang par livraison (m),Intra rang (cm),Nombre de rangs retenus,Nb graines à semer par trou,Nombre de trous pour chaque série,Production théorique par trou (kg),Prod. de la série (kg),besoin hebdo (kg),Nb graines par gramme,Poids par graine (g),Nb graines par m,Nombre de graines,Poids de graines (g),Nb mottes/m,Nombre de mottes,Nb trous par plaque,NbPieds/m²,longueur de planche (m),Surface (m²),nb planches,Poids par pièce (g),Conso hebdo par distrib,unité,semaine prépa plants,N° semaine plantation ou semis,01/01/2018,08/01/2018,15/01/2018,22/01/2018,29/01/2018,05/02/2018,12/02/2018,19/02/2018,26/02/2018,05/03/2018,12/03/2018,19/03/2018,26/03/2018,02/04/2018,09/04/2018,16/04/2018,23/04/2018,30/04/2018,07/05/2018,14/05/2018,21/05/2018,28/05/2018,04/06/2018,11/06/2018,18/06/2018,25/06/2018,02/07/2018,09/07/2018,16/07/2018,23/07/2018,30/07/2018,06/08/2018,13/08/2018,20/08/2018,27/08/2018,03/09/2018,10/09/2018,17/09/2018,24/09/2018,01/10/2018,08/10/2018,15/10/2018,22/10/2018,29/10/2018,05/11/2018,12/11/2018,19/11/2018,26/11/2018,03/12/2018,10/12/2018,17/12/2018,24/12/2018,31/12/2018,07/01/2019,14/01/2019,21/01/2019,28/01/2019,04/02/2019,11/02/2019,18/02/2019,25/02/2019,04/03/2019,11/03/2019,18/03/2019,25/03/2019,01/04/2019,08/04/2019,15/04/2019,22/04/2019,29/04/2019,06/05/2019,13/05/2019,20/05/2019,27/05/2019,03/06/2019,10/06/2019,17/06/2019,24/06/2019,01/07/2019,08/07/2019,15/07/2019,22/07/2019,29/07/2019,05/08/2019,12/08/2019,19/08/2019,26/08/2019,02/09/2019,09/09/2019,16/09/2019,23/09/2019
Mâche,Vit,AGROSEMENS,,30,SERRE,02/01/2018,,30/03/1900,"37,9591836734693",03/12/2017,,02/04/2018,SD,,"1,14285714285714",x,09/04/2018,,7,"265,714285714285","33,2142857142857",15,6,5,"253,061224489795","0,05","12,6530612244898","1,47619047619047",1000,"0,001","37,037037037037","1405,89569160997","1,40589569160997","7,40740740740741","281,179138321995",77,40,"6,32653061224488","7,59183673469386","0,210884353741496",50,"8,85714285714285",kg,48,1,P,-,-,-,-,-,-,-,-,-,-,-,-,R,R,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Radis rose,De 18 jours,AGROSEMENS,,0,SERRE,08/01/2018,,03/03/1900,"25,7439446366782",,,12/03/2018,SD,,"0,999999999999999",x,12/03/2018,,22,"566,36678200692","25,7439446366782",3,8,1,"858,131487889272","0,01","8,58131487889272","2,84166666666666",120,"0,00833333333333333","39,2156862745098","1009,56645634032","8,41305380283601",0,0,0,"266,666666666667","3,21799307958477","3,86159169550173","0,107266435986159",10,"6,19999999999999",kg,,2,-,P,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roquette,cultivée,AGROSEMENS,,20,SERRE,10/01/2018,,80,"14,7619047619047",21/12/2017,,31/03/2018,SD,,"3,33333333333333",x,21/04/2018,,3,"44,2857142857142","4,42857142857142",15,6,5,"98,4126984126983","0,15","14,7619047619047","0,738095238095237",500,"0,002","37,037037037037","546,737213403879","1,09347442680776","7,40740740740741","109,347442680776",77,40,"2,46031746031746","2,95238095238095","0,0820105820105819",150,"3,54285714285714",kg,51,2,-,P,-,-,-,-,-,-,-,-,-,-,-,R,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carotte primeur,napoli F1,AGROSEMENS,,0,SERRE,15/01/2018,S4.5 1/2,120,"43,7389770723103",,,15/05/2018,SD,,"2,33333333333333",,29/05/2018,,3,"131,216931216931","18,745275888133",5,5,1,"874,779541446206","0,07","61,2345679012345","2,58333333333333",850,"0,00117647058823529","26,6666666666667","1166,37272192828","1,37220320226856",0,0,0,100,"8,74779541446206","10,4973544973545","0,291593180482069",70,"17,7142857142857",kg,,3,-,-,P,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epinard,Matador,AGROSEMENS,,30,SERRE,15/01/2018,,15/03/1900,"30,7539682539683",16/12/2017,,31/03/2018,,8,8,x,26/05/2018,,4,"123,015873015873","12,3015873015873",25,4,3,"123,015873015873","0,4","49,2063492063492","3,69047619047619",100,"0,01","13,3333333333333","410,052910052909","4,10052910052909","4,44444444444444","136,68430335097",77,16,"7,68849206349206","9,22619047619047","0,256283068783069",400,"17,7142857142857",kg,50,3,-,-,P,-,-,-,-,-,-,-,-,-,-,R,R,R,R,R,R,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Navet,Rose plat de milan,AGROSEMENS,Bottes 4gr/motte. 15 j d'usage de la série ou semoir XY12,0,SERRE,15/02/2018,S3.4 15-30,70,75,,,26/04/2018,SD,,"3,0483870967742",,17/05/2018,,6,"246,031746031746","24,6031746031746",5,6,1,1500,"0,05",75,"3,69047619047619",600,"0,00166666666666667",25,1875,"3,125",0,0,0,120,"12,5",15,"0,416666666666667",50,"17,7142857142857",kg,,7,-,-,-,-,-,-,P,-,-,-,-,-,-,-,-,-,-,R,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pdt primeur,Margod,PAYZONSFERME,8°C min. 28/40,0,CHAMP,26/02/2018,,90,60,,,27/05/2018,SD,,"2,13387096774194",,10/06/2018,10/06/2018,3,"168,707482993197","28,1179138321995",30,2,1,200,"0,21",42,"2,21428571428571","0,022","45,4545454545455","3,33333333333333",200,"9090,90909090909",0,0,0,"6,66666666666667",30,36,1,70,"17,7142857142857",kg,,9,-,-,-,-,-,-,-,-,P,-,-,-,-,-,-,-,-,-,-,-,-,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Radis rose,Pernot clair,AGROSEMENS,,0,SERRE,23/01/2018,,56,"25,7439446366782",,,20/03/2018,SD,,"0,999999999999999",x,20/03/2018,20/03/2018,22,"566,36678200692","25,7439446366782",3,8,1,"858,131487889272","0,01","8,58131487889272","2,84166666666666",120,"0,00833333333333333","39,2156862745098","1009,56645634032","8,41305380283601",0,0,0,"266,666666666667","3,21799307958477","3,86159169550173","0,107266435986159",10,"6,19999999999999",kg,,4,-,-,-,P,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Betterave botte,rouge cylindra,GERMINANCE,pour botte en motte,56,SERRE,01/02/2018,S4.3 partiel,105,"66,4285714285715",07/12/2017,,17/05/2018,SD,,2,x,31/05/2018,31/05/2018,2,"132,857142857143","33,2142857142857",30,4,1,"221,428571428571","0,15","33,2142857142857","1,10714285714286",60,"0,0166666666666667","3,7037037037037","246,031746031746","4,1005291005291","3,7037037037037","246,031746031746",0,"13,3333333333333","16,6071428571429","19,9285714285714","0,553571428571429",50,"13,2857142857143",kg,49,5,-,-,-,-,P,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carotte primeur,napoli F1,AGROSEMENS,,0,SERRE,02/02/2018,S4.5 2/2,120,"43,7389770723103",,,02/06/2018,SD,,"2,33333333333333",,16/06/2018,16/06/2018,3,"131,216931216931","18,745275888133",5,5,1,"874,779541446206","0,07","61,2345679012345","2,58333333333333",850,"0,00117647058823529","26,6666666666667","1166,37272192828","1,37220320226856",0,0,0,100,"8,74779541446206","10,4973544973545","0,291593180482069",70,"17,7142857142857",kg,,5,-,-,-,-,P,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oignon de printemps,blanc musona,AGROSEMENS,,30,SERRE,02/02/2018,S4.3 partiel,75,"62,2767857142856",03/01/2018,03/01/2018,18/04/2018,SD,,"5,99999999999998",,23/05/2018,23/05/2018,1,"62,2767857142856","10,3794642857143",15,6,5,"415,178571428571","0,16","66,4285714285713","1,10714285714286",250,"0,004","37,037037037037","2306,54761904761","9,22619047619045","7,40740740740741","461,309523809523",0,40,"10,3794642857143","12,4553571428571","0,345982142857142",40,"8,85714285714285",kg,1,5,-,-,-,-,P,-,-,-,-,-,-,-,-,-,-,-,R,R,R,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pdt primeur,rubis,DOUAR DEN,8°C min 28/35,0,SERRE,19/01/2018,S4.4,100,60,,,29/04/2018,SD,,"2,13387096774194",,13/05/2018,13/05/2018,3,"168,707482993197","28,1179138321995",30,2,1,200,"0,21",42,"2,21428571428571","0,022","45,4545454545455","3,33333333333333",200,"9090,90909090909",0,0,0,"6,66666666666667",30,36,1,70,"17,7142857142857",kg,,3,-,-,P,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laitue,rosalie,P.PIERRE,,35,SERRE,05/02/2018,S4.1 partiel,80,"14,234693877551",01/01/2018,01/01/2018,26/04/2018,SD,,"2,25",,10/05/2018,10/05/2018,20,"284,69387755102","6,32653061224489",25,4,1,"56,938775510204","0,4","22,7755102040816","6,64285714285714",900,"0,00111111111111111","4,44444444444444","63,2653061224488","0,0702947845804987","4,44444444444444","63,2653061224488",77,16,"3,55867346938775","4,2704081632653","0,118622448979592",400,"17,7142857142857",pièce,1,6,-,-,-,-,-,P,-,-,-,-,-,-,-,-,-,-,-,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Radis rose,gaudry2,AGROSEMENS,,0,SERRE,08/02/2018,,49,"25,7439446366782",,,29/03/2018,SD,,"0,999999999999999",x,29/03/2018,29/03/2018,22,"566,36678200692","25,7439446366782",3,8,1,"858,131487889272","0,01","8,58131487889272","2,84166666666666",120,"0,00833333333333333","39,2156862745098","1009,56645634032","8,41305380283601",0,0,0,"266,666666666667","3,21799307958477","3,86159169550173","0,107266435986159",10,"6,19999999999999",kg,,6,-,-,-,-,-,P,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Navet,Rose plat de milan,AGROSEMENS,Si Bottes 4gr/motte. 15 j d'usage de la série,25,SERRE,15/01/2018,,75,0,21/12/2017,,31/03/2018,SD,,0,x,31/03/2018,31/03/2018,6,"246,031746031746","24,6031746031746",5,6,1,0,"0,05",0,"3,69047619047619",600,"0,00166666666666667",25,0,0,0,0,0,120,0,0,0,50,"17,7142857142857",kg,51,3,-,-,P,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pois,Mangetout Ambosia,GERMINANCE,ajout pois mangetout ste marthe car il en manquait 20m. Suite à semis sans poquet.,0,SERRE,10/02/2018,S3.5 0-24,90,"65,126050420168",,,11/05/2018,,4,4,,08/06/2018,06/01/1900 08:28:14,2,"130,252100840336","32,563025210084",3,3,1,"2170,86834733893","0,012","26,0504201680672","0,738095238095237",4,"0,25","33,3333333333333","2170,86834733893","542,717086834733",0,0,0,100,"21,7086834733893","26,0504201680672","0,723622782446311",2,"8,85714285714285",kg,,6,-,-,-,-,-,P,-,-,-,-,-,-,-,-,-,-,-,-,-,R,R,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carotte primeur,napoli F1,AGROSEMENS,prepa planche a essayer aussi  Oxhella ou Janette,0,SERRE,15/02/2018,S4.5 0-15,120,"43,7389770723103",,,15/06/2018,SD,,"2,33333333333333",,29/06/2018,29/06/2018,3,"131,216931216931","18,745275888133",5,5,1,"874,779541446206","0,07","61,2345679012345","2,58333333333333",850,"0,00117647058823529","26,6666666666667","1166,37272192828","1,37220320226856",0,0,0,100,"8,74779541446206","10,4973544973545","0,291593180482069",70,"17,7142857142857",kg,,7,-,-,-,-,-,-,P,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chou rave,azur star,AGROSEMENS,violet,35,SERRE,31/01/2018,S4.6 0-18,70,"5,9047619047619",27/12/2017,27/12/2017,11/04/2018,SD,,1,,18/04/2018,18/04/2018,4,"23,6190476190476","5,9047619047619",30,4,1,"19,6825396825396","0,5","9,84126984126982","0,738095238095237",300,"0,00333333333333333","3,7037037037037","21,8694885361552","0,0728982951205172","3,7037037037037","21,8694885361552",77,"13,3333333333333","1,47619047619048","1,77142857142857","0,0492063492063492",500,"17,7142857142857",pièce,52,5,-,-,-,-,P,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fenouil,Wadenromen,AGROSEMENS,,30,SERRE,22/02/2018,S4.1 16-18,90,"9,84126984126982",23/01/2018,,23/05/2018,SD,,"0,999999999999999",,23/05/2018,23/05/2018,5,"49,2063492063491","9,84126984126983",25,4,1,"39,3650793650793","0,3","11,8095238095238","1,10714285714286",200,"0,005","4,44444444444444","43,7389770723103","0,218694885361551","4,44444444444444","43,7389770723103",77,16,"2,46031746031746","2,95238095238095","0,0820105820105818",300,"35,4285714285714",pièce,4,8,-,-,-,-,-,-,-,P,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fèves,Hangdown Grünkernig,GERMINANCE,à butter . Prevu le 15/2 initialement. ,0,CHAMP,26/02/2018,H26 20-30,90,"17,4955908289242",,,27/05/2018,SD,,2,,10/06/2018,,2,"34,9911816578483","8,74779541446207",12,2,1,"145,796590241035","0,3","43,7389770723104","1,47619047619047","0,769230769230769","1,3","9,25925925925926","161,996211378927","210,595074792606",0,0,0,"16,6666666666667","8,74779541446208","10,4973544973545","0,291593180482069",10,"17,7142857142857",kg,,9,-,-,-,-,-,-,-,-,P,-,-,-,-,-,-,-,-,-,-,-,-,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mâche,Verte de Cambrai,AGROSEMENS,En mottes,35,SERRE,27/02/2018,S3.4 partiel,75,"37,9591836734693",23/01/2018,24/01/2018,13/05/2018,SD,,"1,14285714285714",,20/05/2018,20/05/2018,7,"265,714285714285","33,2142857142857",15,6,5,"253,061224489795","0,05","12,6530612244898","1,47619047619047",1000,"0,001","37,037037037037","1405,89569160997","1,40589569160997","7,40740740740741","281,179138321995",77,40,"6,32653061224488","7,59183673469386","0,210884353741496",50,"8,85714285714285",kg,4,9,-,-,-,-,-,-,-,-,P,-,-,-,-,-,-,-,-,,,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blette,verte à carde blanche berac,AGROSEMENS,"glomerule, eclaircir apres premier developpement à 1 plante par motte",40,SERRE,20/02/2018,S4.0,50,"24,6031746031746",11/01/2018,11/01/2018,11/04/2018,,12,12,,04/07/2018,,4,"98,4126984126983","9,84126984126983",40,3,1,"61,5079365079364","1,2","73,8095238095237","5,53571428571428",75,"0,0133333333333333","2,77777777777778","68,342151675485","0,911228689006467","2,77777777777778","68,342151675485",77,"7,5","8,20105820105819","9,84126984126983","0,27336860670194",60,"26,5714285714285",kg,2,8,-,-,-,-,-,-,-,P,-,-,-,-,-,-,-,R,R,R,R,R,R,R,R,R,R,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laitue,merveille d'hiver,GERMINANCE,Faire 105 mottes 15 lignes de 7,40,SERRE,20/02/2018,,84,"14,234693877551",11/01/2018,11/01/2018,15/05/2018,SD,,"2,25",,29/05/2018,,20,"284,69387755102","6,32653061224489",25,4,1,"56,938775510204","0,4","22,7755102040816","6,64285714285714",900,"0,00111111111111111","4,44444444444444","63,2653061224488","0,0702947845804987","4,44444444444444","63,2653061224488",77,16,"3,55867346938775","4,2704081632653","0,118622448979592",400,"17,7142857142857",pièce,2,8,-,-,-,-,-,-,-,P,-,-,-,-,-,-,-,-,-,-,-,-,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Radis rose,De 18 jours,AGROSEMENS,,0,SERRE,23/02/2018,,42,"25,7439446366782",,,06/04/2018,SD,,"0,999999999999999",x,06/04/2018,,22,"566,36678200692","25,7439446366782",3,8,1,"858,131487889272","0,01","8,58131487889272","2,84166666666666",120,"0,00833333333333333","39,2156862745098","1009,56645634032","8,41305380283601",0,0,0,"266,666666666667","3,21799307958477","3,86159169550173","0,107266435986159",10,"6,19999999999999",kg,,8,-,-,-,-,-,-,-,P,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Betterave botte,rouge cylindra,GERMINANCE,"pour botte en motte, en terre le 31/1",40,SERRE,27/02/2018,S3.4 partiel,105,"66,4285714285715",18/01/2018,08/02/2018,12/06/2018,SD,,2,,26/06/2018,,2,"132,857142857143","33,2142857142857",30,4,1,"221,428571428571","0,15","33,2142857142857","1,10714285714286",60,"0,0166666666666667","3,7037037037037","246,031746031746","4,1005291005291","3,7037037037037","246,031746031746",0,"13,3333333333333","16,6071428571429","19,9285714285714","0,553571428571429",50,"13,2857142857143",kg,3,9,-,-,-,-,-,-,-,-,P,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Navet,Rose plat de milan,AGROSEMENS,à voir si en serre,0,SERRE,20/03/2018,,65,75,,,24/05/2018,SD,,"3,0483870967742",,14/06/2018,,6,"246,031746031746","24,6031746031746",5,6,1,1500,"0,05",75,"3,69047619047619",600,"0,00166666666666667",25,1875,"3,125",0,0,0,120,"12,5",15,"0,416666666666667",50,"17,7142857142857",kg,,12,-,-,-,-,-,-,-,-,-,-,-,P,-,-,-,-,-,-,-,-,-,R,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ail,rose flavor bio,La bonne graine,ail de printemps,0,CHAMP,01/03/2018,,240,"31,0776942355889",,,27/10/2018,,1,1,,03/11/2018,,2,"62,1553884711779","6,21553884711779",15,6,1,"207,18462823726","0,08","16,5747702589808","0,59047619047619","0,05",20,"7,40740740740741","230,205142485844","4604,10284971688",0,0,77,40,"5,17961570593149","6,21553884711779","0,172653856864383",80,"35,4285714285714",pièce,,9,-,-,-,-,-,-,-,-,P,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Echalote,Longor,PAYZONSFERME,"PH 6,2 mini. 10 kg",0,CHAMP,01/03/2018,,180,115,,,28/08/2018,,1,1,,04/09/2018,,2,"103,59231411863","20,718462823726",15,6,1,"766,666666666667","0,045","34,5","0,553571428571428","0,08","12,5","7,01754385964912","807,017543859649","10087,7192982456",0,0,0,40,"19,1666666666667",23,"0,638888888888889",15,"5,31428571428571",kg,,9,-,-,-,-,-,-,-,-,P,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Echalote,ronde Red Sun,La bonne graine,"PH 6,2 mini",0,CHAMP,01/03/2018,,180,41,,,28/08/2018,,1,1,,04/09/2018,,2,"103,59231411863","20,718462823726",15,6,1,"273,333333333333","0,045","12,3","0,553571428571428","0,08","12,5","7,01754385964912","287,719298245614","3596,49122807017",0,0,0,40,"6,83333333333333","8,2","0,227777777777778",15,"5,31428571428571",kg,,9,-,-,-,-,-,-,-,-,P,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laitue,reine de mai,GERMINANCE,,26,CHAMP,01/03/2018,,56,"14,234693877551",03/02/2018,04/02/2018,26/04/2018,SD,,"2,25",,10/05/2018,,20,"284,69387755102","6,32653061224489",25,4,1,"56,938775510204","0,4","22,7755102040816","6,64285714285714",900,"0,00111111111111111","4,44444444444444","63,2653061224488","0,0702947845804987","4,44444444444444","63,2653061224488",77,16,"3,55867346938775","4,2704081632653","0,118622448979592",400,"17,7142857142857",pièce,5,9,-,-,-,-,-,-,-,-,P,-,-,-,-,-,-,,-,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pdt primeur,apollo,DOUAR DEN,8°C min 28/35,0,SERRE,27/01/2018,S4.2,100,60,,,07/05/2018,SD,,"2,13387096774194",,21/05/2018,21/05/2018,3,"168,707482993197","28,1179138321995",30,2,1,200,"0,21",42,"2,21428571428571","0,022","45,4545454545455","3,33333333333333",200,"9090,90909090909",0,0,0,"6,66666666666667",30,36,1,70,"17,7142857142857",kg,,4,-,-,-,P,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pois,a écosser douce Provence,GERMINANCE,A butter donc pas sur bache,0,CHAMP,01/03/2018,,90,"65,126050420168",,,30/05/2018,SD,,2,,13/06/2018,,2,"130,252100840336","32,563025210084",3,3,1,"2170,86834733893","0,012","26,0504201680672","0,738095238095237","3,6231884057971","0,276","33,3333333333333","2170,86834733893","599,159663865545",0,0,0,100,"21,7086834733893","26,0504201680672","0,723622782446311",2,"8,85714285714285",kg,,9,-,-,-,-,-,-,-,-,P,-,-,-,-,-,-,-,-,-,-,-,-,-,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Radis rose,gaudry2,AGROSEMENS,,0,SERRE,08/03/2018,S3 0-5,42,"25,7439446366782",,,19/04/2018,SD,,"0,999999999999999",,19/04/2018,,22,"566,36678200692","25,7439446366782",3,8,1,"858,131487889272","0,01","8,58131487889272","2,84166666666666",120,"0,00833333333333333","39,2156862745098","1009,56645634032","8,41305380283601",0,0,0,"266,666666666667","3,21799307958477","3,86159169550173","0,107266435986159",10,"6,19999999999999",kg,,10,-,-,-,-,-,-,-,-,-,P,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haricot,rames Cobra,AGROSEMENS,>=12°C,0,SERRE,10/03/2018,,90,"11,6637272192828",,,08/06/2018,,4,4,,06/07/2018,,3,"34,9911816578483","6,99823633156966",10,2,4,"116,637272192828","0,25","29,1593180482069","1,47619047619047","1,3","0,769230769230769","44,4444444444444","518,387876412567","398,759904932744",0,0,0,20,"5,83186360964138","6,99823633156966","0,194395453654713",5,"14,1714285714286",kg,,10,-,-,-,-,-,-,-,-,-,P,-,-,-,-,-,-,-,,,-,-,-,-,R,R,R,R,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
